"PLAYER_PRIMARY_ID","Draft_Round","draft_year","Draft_Team","Team","Game_ID","Player_ID","Player_Name","Position"
19,6,2009,Atlanta Falcons,Atlanta Falcons,386,19,Spencer Adkins,OLB
22,6,2009,Cincinnati Bengals,Cincinnati Bengals,247,22,Bernard Scott,HB
22,6,2009,Cincinnati Bengals,Cincinnati Bengals,178,22,Bernard Scott,HB
22,6,2009,Cincinnati Bengals,Cincinnati Bengals,473,22,Bernard Scott,HB
49,6,2009,Cincinnati Bengals,Cincinnati Bengals,629,49,Morgan Trent,LCB
49,6,2009,Cincinnati Bengals,Jacksonville Jaguars,380,49,Morgan Trent,RCB
49,6,2009,Cincinnati Bengals,Jacksonville Jaguars,404,49,Morgan Trent,LCB
253,6,2009,Dallas Cowboys,Dallas Cowboys,182,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,387,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,132,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,197,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,724,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,754,253,John Phillips,FB
253,6,2009,Dallas Cowboys,Dallas Cowboys,86,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,135,253,John Phillips,WR
253,6,2009,Dallas Cowboys,Dallas Cowboys,550,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,649,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,903,253,John Phillips,FB
253,6,2009,Dallas Cowboys,Dallas Cowboys,520,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,647,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,701,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,875,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,921,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,1105,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,1221,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,876,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,904,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Dallas Cowboys,951,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1010,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1143,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1175,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1488,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1165,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1191,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1118,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1780,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1523,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1557,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1759,253,John Phillips,TE
253,6,2009,Dallas Cowboys,San Diego Chargers,1811,253,John Phillips,TE
253,6,2009,Dallas Cowboys,New Orleans Saints,1889,253,John Phillips,TE
253,6,2009,Dallas Cowboys,New Orleans Saints,1996,253,John Phillips,TE
253,6,2009,Dallas Cowboys,New Orleans Saints,2120,253,John Phillips,TE
253,6,2009,Dallas Cowboys,New Orleans Saints,2128,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Denver Broncos,2305,253,John Phillips,TE
253,6,2009,Dallas Cowboys,Denver Broncos,2415,253,John Phillips,TE
